price,vol,change,datename,high,low,avgla,avgsd,multtemph,addtemph,multtempl,addtempl,doy,dow,month,numt,numc,date,multtemp,addtemp,cloud,totalpayint,totalempint,totalestint,ngprice,fogsd,rainsd,raintsd,rainfsd,fogla,rainla,raintla,rainfla,cloudla,cloudsd,highla,highsd,lowla,lowsd
24.459999,,1.76,03/15/12,24.799999,23.5,58,58,3721,122,3025,110,79,2,3,17,13,19067,3364,116,0,25738123.04120879,926858.3626373627,62822.81593406593,2.01,0,0,0,0,0,0,0,0,0,0,61,61,55,55
,,,03/16/12,,,58,58,3721,122,3025,110,,,,,,19068,3364,116,0,25740514.24725275,926948.1758241758,62823.89560439561,,0,0,0,0,0,0,0,0,0,0,61,61,55,55
,,,,,,55,55,3364,116,2704,104,,,,,,19069,3025,110,2,25742905.45329671,927037.989010989,62824.97527472528,,0,1,0,0,0,1,0,0,1,1,58,58,52,52
25.52,,1.06,,25.9,25.35,53,53,3249,114,2304,96,80,3,3,61,21,19070,2809,106,2,25745296.65934066,927127.8021978021,62826.05494505494,2.1400001,0,1,0,0,0,1,0,0,1,1,57,57,48,48
25.290001,,-.23,03/19/12,25.75,24.6,54,54,3364,116,2401,98,81,4,3,77,23,19071,2916,108,2,25747687.86538462,927217.6153846155,62827.13461538462,2.1900001,0,1,0,0,0,1,0,0,1,1,58,58,49,49
26.190001,,.9,03/20/12,26.5,25.799999,56,56,4096,128,2209,94,82,5,3,51,20,19072,3136,112,0,25750079.07142857,927307.4285714286,62828.21428571429,2.21,0,0,0,0,0,0,0,0,0,0,64,64,47,47
24.23,,-1.96,03/21/12,24.5,24,59,59,4624,136,2401,98,83,6,3,76,20,19073,3481,118,0,25752470.27747253,927397.2417582418,62829.29395604396,2.1900001,0,0,0,0,0,0,0,0,0,0,68,68,49,49
26.200001,,1.97,03/22/12,26.75,26,59,59,4225,130,2704,104,86,2,3,34,18,19074,3481,118,0,25754861.48351648,927487.0549450549,62830.37362637363,2.0699999,0,0,0,0,0,0,0,0,0,0,65,65,52,52
,,,03/23/12,,,58,58,3721,122,3025,110,,,,,,19075,3364,116,0,25757252.68956044,927576.8681318681,62831.4532967033,,0,0,0,0,0,0,0,0,0,0,61,61,55,55
,,,,,,57,57,3721,122,2809,106,,,,,,19076,3249,114,0,25759643.89560439,927666.6813186815,62832.53296703297,,0,0,0,0,0,0,0,0,0,0,61,61,53,53
26.450001,,.25,,26.5,26,58,58,3969,126,2704,104,87,3,3,37,17,19077,3364,116,2,25762035.10164835,927756.4945054946,62833.61263736263,2.1600001,0,1,0,0,0,1,0,0,1,1,63,63,52,52
25.91,,-.54,03/26/12,26.25,25.75,58,58,3844,124,2916,108,88,4,3,51,21,19078,3364,116,2,25764426.3076923,927846.3076923077,62834.69230769231,2.0899999,0,1,0,0,0,1,0,0,1,1,62,62,54,54
25.719999,,-.19,03/27/12,26,25.5,57,57,3969,126,2601,102,89,5,3,36,16,19079,3249,114,0,25766817.51373626,927936.1208791209,62835.77197802198,2.05,0,0,0,0,0,0,0,0,0,0,63,63,51,51
24.629999,,-1.09,03/28/12,25,24.5,58,58,4225,130,2500,100,90,6,3,17,15,19080,3364,116,0,25769208.71978022,928025.934065934,62836.85164835164,2.02,0,0,0,0,0,0,0,0,0,0,65,65,50,50
26.530001,,1.9,03/29/12,27,26.25,60,60,4225,130,3025,110,93,2,4,28,17,19081,3600,120,0,25771599.92582417,928115.7472527472,62837.93131868132,2,0,0,0,0,0,0,0,0,0,0,65,65,55,55
,,,03/30/12,,,59,59,3844,124,3136,112,,,,,,19082,3481,118,0,25773991.13186813,928205.5604395606,62839.01098901099,,0,0,0,0,0,0,0,0,0,0,62,62,56,56
,,,,,,59,59,3721,122,3136,112,,,,,,19083,3481,118,2,25776382.33791209,928295.3736263737,62840.09065934065,,0,1,0,0,0,1,0,0,1,1,61,61,56,56
29.75,,3.22,,32,28.75,59,59,3844,124,3025,110,94,3,4,68,24,19084,3481,118,2,25778773.54395604,928385.1868131869,62841.17032967033,1.88,0,1,0,0,0,1,0,0,1,1,62,62,55,55
32.889999,,3.14,04/02/12,33.25,32.5,60,60,4624,136,2601,102,95,4,4,97,27,19085,3600,120,0,25781164.75,928475,62842.25,1.9400001,0,0,0,0,0,0,0,0,0,0,68,68,51,51
27.16,,-5.73,04/03/12,27.5,26.5,64,64,5776,152,2704,104,97,6,4,54,20,19086,4096,128,0,25783555.95604396,928564.8131868131,62843.32967032967,2.0599999,0,0,0,0,0,0,0,0,0,0,76,76,52,52
27.73,,.57,04/04/12,28,26.5,62,62,5041,142,2809,106,100,2,4,50,21,19087,3844,124,0,25785947.16208791,928654.6263736263,62844.40934065935,1.98,0,0,0,0,0,0,0,0,0,0,71,71,53,53
,,,04/05/12,,,60,60,4096,128,3136,112,,,,,,19088,3600,120,0,25788338.36813187,928744.4395604397,62845.48901098901,,0,0,0,0,0,0,0,0,0,0,64,64,56,56
,,,,,,59,59,4356,132,2601,102,,,,,,19089,3481,118,0,25790729.57417583,928834.2527472528,62846.56868131868,,0,0,0,0,0,0,0,0,0,0,66,66,51,51
,,,,,,65,65,5776,152,2809,106,,,,,,19090,4225,130,0,25793120.78021978,928924.065934066,62847.64835164836,,0,0,0,0,0,0,0,0,0,0,76,76,53,53
33.959999,,6.23,,34.75,33.75,63,63,5041,142,2916,108,101,3,4,24,19,19091,3969,126,0,25795511.98626374,929013.8791208791,62848.72802197802,1.99,0,0,0,0,0,0,0,0,0,0,71,71,54,54
27.959999,,-6,04/09/12,28.75,26.5,62,62,5041,142,2809,106,102,4,4,64,20,19092,3844,124,0,25797903.19230769,929103.6923076923,62849.80769230769,1.99,0,0,0,0,0,0,0,0,0,0,71,71,53,53
27.07,,-.89,04/10/12,27.25,26.5,58,58,3969,126,2809,106,103,5,4,82,23,19093,3364,116,0,25800294.39835165,929193.5054945056,62850.88736263737,1.91,0,0,0,0,0,0,0,0,0,0,63,63,53,53
24.66,,-2.41,04/11/12,25,24.5,60,60,3969,126,3136,112,104,6,4,11,13,19094,3600,120,2,25802685.60439561,929283.3186813188,62851.96703296703,1.87,0,1,0,0,0,1,0,0,1,1,63,63,56,56
29.459999,,4.8,04/12/12,30,28,60,60,4225,130,3025,110,107,2,4,92,25,19095,3600,120,2,25805076.81043956,929373.1318681319,62853.0467032967,1.87,0,1,0,0,0,1,0,0,1,1,65,65,55,55
,,,04/13/12,,,57,57,3600,120,2916,108,,,,,,19096,3249,114,2,25807468.01648352,929462.9450549451,62854.12637362638,,0,1,0,0,0,1,0,0,1,1,60,60,54,54
,,,,,,57,57,3721,122,2704,104,,,,,,19097,3249,114,2,25809859.22252747,929552.7582417582,62855.20604395604,,0,1,0,0,0,1,0,0,1,1,61,61,52,52
31.85,,2.39,,34,30,56,56,3969,126,2401,98,108,3,4,75,26,19098,3136,112,0,25812250.42857143,929642.5714285714,62856.28571428571,1.88,0,0,0,0,0,0,0,0,0,0,63,63,49,49
30.18,,-1.67,04/16/12,32,29.5,61,61,4761,138,2704,104,109,4,4,81,25,19099,3721,122,0,25814641.63461538,929732.3846153847,62857.36538461538,1.89,0,0,0,0,0,0,0,0,0,0,69,69,52,52
33.84,,3.66,04/17/12,34.25,33.25,63,63,5184,144,2916,108,110,5,4,83,27,19100,3969,126,2,25817032.84065934,929822.1978021979,62858.44505494506,1.87,1,0,0,0,1,0,0,0,1,1,72,72,54,54
34.709999,,.87,04/18/12,35,34,61,61,4489,134,2916,108,111,6,4,39,20,19101,3721,122,2,25819424.04670329,929912.010989011,62859.52472527472,1.85,1,0,0,0,1,0,0,0,1,1,67,67,54,54
34.43,,-.28,04/19/12,35,33,61,61,4356,132,3025,110,114,2,4,55,22,19102,3721,122,0,25821815.25274725,930001.8241758242,62860.60439560439,1.8200001,0,0,0,0,0,0,0,0,0,0,66,66,55,55
,,,04/20/12,,,62,62,4356,132,3249,114,,,,,,19103,3844,124,0,25824206.45879121,930091.6373626373,62861.68406593407,,0,0,0,0,0,0,0,0,0,0,66,66,57,57
,,,,,,62,62,4356,132,3364,116,,,,,,19104,3844,124,0,25826597.66483516,930181.4505494505,62862.76373626373,,0,0,0,0,0,0,0,0,0,0,66,66,58,58
27.42,,-7.01,,27.5,27.25,61,61,3969,126,3364,116,115,3,4,53,20,19105,3721,122,2,25828988.87087912,930271.2637362638,62863.84340659341,1.89,0,1,0,0,0,1,0,0,1,1,63,63,58,58
28.280001,,.86,04/23/12,28.5,27.75,62,62,4225,130,3364,116,116,4,4,30,15,19106,3844,124,0,25831380.07692308,930361.076923077,62864.92307692308,1.97,0,0,0,0,0,0,0,0,0,0,65,65,58,58
26.48,,-1.8,04/24/12,27,26.25,66,66,5625,150,3136,112,117,5,4,33,16,19107,4356,132,0,25833771.28296703,930450.8901098901,62866.00274725274,1.99,0,0,0,0,0,0,0,0,0,0,75,75,56,56
24.809999,,-1.67,04/25/12,25,24,67,67,5329,146,3600,120,118,6,4,53,18,19108,4489,134,2,25836162.48901099,930540.7032967033,62867.08241758242,2.0999999,0,1,0,0,0,1,0,0,1,1,73,73,60,60
28.709999,,3.9,04/26/12,29.25,28.5,62,62,4225,130,3481,118,121,2,4,21,14,19109,3844,124,2,25838553.69505494,930630.5164835164,62868.16208791209,2.05,0,1,0,0,0,1,0,0,1,1,65,65,59,59
,,,04/27/12,,,63,63,4356,132,3481,118,,,,,,19110,3969,126,0,25840944.9010989,930720.3296703298,62869.24175824175,,0,0,0,0,0,0,0,0,0,0,66,66,59,59
,,,,,,64,64,5041,142,3249,114,,,,,,19111,4096,128,0,25843336.10714286,930810.142857143,62870.32142857143,,0,0,0,0,0,0,0,0,0,0,71,71,57,57
25.9,,-2.81,,26.200001,25.75,63,63,4225,130,3600,120,122,3,5,68,18,19112,3969,126,0,25845727.31318681,930899.9560439561,62871.4010989011,2.0999999,0,0,0,0,0,0,0,0,0,0,65,65,60,60
28.200001,,2.3,04/30/12,28.75,28,63,63,4096,128,3721,122,123,4,5,73,18,19113,3969,126,0,25848118.51923077,930989.7692307692,62872.48076923077,2.29,0,0,0,0,0,0,0,0,0,0,64,64,61,61
27.209999,,-.99,05/01/12,27.450001,27,64,64,4356,132,3721,122,124,5,5,48,18,19114,4096,128,0,25850509.72527473,931079.5824175824,62873.56043956044,2.3099999,0,0,0,0,0,0,0,0,0,0,66,66,61,61
25.889999,,-1.32,05/02/12,26.5,25.75,63,63,4356,132,3481,118,125,6,5,73,23,19115,3969,126,0,25852900.93131868,931169.3956043955,62874.64010989011,2.29,0,0,0,0,0,0,0,0,0,0,66,66,59,59
29.32,,3.43,05/03/12,30,29,64,64,4624,136,3600,120,128,2,5,26,17,19116,4096,128,0,25855292.13736264,931259.2087912089,62875.71978021978,2.3,0,0,0,0,0,0,0,0,0,0,68,68,60,60
,,,05/04/12,,,64,64,4624,136,3481,118,,,,,,19117,4096,128,0,25857683.3434066,931349.0219780221,62876.79945054945,,0,0,0,0,0,0,0,0,0,0,68,68,59,59
,,,,,,64,64,4489,134,3600,120,,,,,,19118,4096,128,0,25860074.54945055,931438.8351648352,62877.87912087912,,0,0,0,0,0,0,0,0,0,0,67,67,60,60
31.540001,,2.22,,32.5,31,61,61,4096,128,3364,116,129,3,5,55,24,19119,3721,122,0,25862465.75549451,931528.6483516484,62878.95879120879,2.3,0,0,0,0,0,0,0,0,0,0,64,64,58,58
33.41,,1.87,05/07/12,34,33,64,64,4624,136,3481,118,130,4,5,60,23,19120,4096,128,0,25864856.96153846,931618.4615384615,62880.03846153846,2.27,0,0,0,0,0,0,0,0,0,0,68,68,59,59
31.639999,,-1.77,05/08/12,32,31.25,65,65,4761,138,3600,120,131,5,5,32,15,19121,4225,130,0,25867248.16758242,931708.2747252746,62881.11813186813,2.3599999,0,0,0,0,0,0,0,0,0,0,69,69,60,60
28.9,,-2.74,05/09/12,29.200001,28.75,64,64,4761,138,3481,118,132,6,5,38,19,19122,4096,128,0,25869639.37362637,931798.087912088,62882.1978021978,2.3599999,0,0,0,0,0,0,0,0,0,0,69,69,59,59
36.700001,,7.8,05/10/12,37.5,35.5,62,62,4096,128,3481,118,135,2,5,53,22,19123,3844,124,0,25872030.57967033,931887.9010989012,62883.27747252747,2.3699999,0,0,0,0,0,0,0,0,0,0,64,64,59,59
,,,05/11/12,,,63,63,4624,136,3364,116,,,,,,19124,3969,126,0,25874421.78571428,931977.7142857143,62884.35714285714,,0,0,0,0,0,0,0,0,0,0,68,68,58,58
,,,,,,65,65,4761,138,3600,120,,,,,,19125,4225,130,0,25876812.99175824,932067.5274725275,62885.43681318681,,0,0,0,0,0,0,0,0,0,0,69,69,60,60
36.810001,,.11,,37.25,36.5,65,65,4761,138,3721,122,136,3,5,49,19,19126,4225,130,0,25879204.19780219,932157.3406593406,62886.51648351648,2.4100001,0,0,0,0,0,0,0,0,0,0,69,69,61,61
34.790001,,-2.02,05/14/12,35.5,34,66,66,5041,142,3721,122,137,4,5,74,22,19127,4356,132,0,25881595.40384615,932247.153846154,62887.59615384616,2.3800001,0,0,0,0,0,0,0,0,0,0,71,71,61,61
32.599998,,-2.19,05/15/12,33,32.25,65,65,4761,138,3721,122,138,5,5,23,14,19128,4225,130,0,25883986.60989011,932336.9670329671,62888.67582417582,2.5,0,0,0,0,0,0,0,0,0,0,69,69,61,61
30.719999,,-1.88,05/16/12,31.25,30.5,66,66,5184,144,3600,120,139,6,5,39,18,19129,4356,132,0,25886377.81593406,932426.7802197803,62889.75549450549,2.5999999,0,0,0,0,0,0,0,0,0,0,72,72,60,60
35.77,,5.05,05/17/12,36,35.5,63,63,4225,130,3600,120,142,2,5,19,9,19130,3969,126,0,25888769.02197802,932516.5934065934,62890.83516483517,2.5599999,0,0,0,0,0,0,0,0,0,0,65,65,60,60
,,,05/18/12,,,64,64,4489,134,3600,120,,,,,,19131,4096,128,0,25891160.22802198,932606.4065934066,62891.91483516483,,0,0,0,0,0,0,0,0,0,0,67,67,60,60
,,,,,,65,65,4761,138,3721,122,,,,,,19132,4225,130,0,25893551.43406593,932696.2197802197,62892.99450549451,,0,0,0,0,0,0,0,0,0,0,69,69,61,61
32.599998,,-3.17,,33,32.25,67,67,5041,142,3844,124,143,3,5,27,12,19133,4489,134,0,25895942.64010989,932786.0329670331,62894.07417582418,2.5999999,0,0,0,0,0,0,0,0,0,0,71,71,62,62
32.759998,,.16,05/21/12,33.25,32.5,65,65,4900,140,3600,120,144,4,5,40,20,19134,4225,130,0,25898333.84615385,932875.8461538462,62895.15384615384,2.55,0,0,0,0,0,0,0,0,0,0,70,70,60,60
31.48,,-1.28,05/22/12,32,31.25,64,64,4624,136,3600,120,145,5,5,24,13,19135,4096,128,0,25900725.0521978,932965.6593406594,62896.23351648352,2.5999999,0,0,0,0,0,0,0,0,0,0,68,68,60,60
28.51,,-2.97,05/23/12,30.75,28,63,63,4225,130,3600,120,147,7,5,28,17,19136,3969,126,0,25903116.25824176,933055.4725274725,62897.31318681319,2.6600001,0,0,0,0,0,0,0,0,0,0,65,65,60,60
34.16,,5.65,05/24/12,34.5,33.75,65,65,4489,134,3844,124,150,3,5,48,18,19137,4225,130,0,25905507.46428572,933145.2857142857,62898.39285714286,2.5599999,0,0,0,0,0,0,0,0,0,0,67,67,62,62
,,,05/25/12,,,62,62,4096,128,3481,118,,,,,,19138,3844,124,2,25907898.67032967,933235.0989010988,62899.47252747253,,0,1,0,0,0,1,0,0,1,1,64,64,59,59
,,,,,,62,62,4356,132,3249,114,,,,,,19139,3844,124,2,25910289.87637363,933324.9120879122,62900.5521978022,,0,1,0,0,0,1,0,0,1,1,66,66,57,57
,,,,,,63,63,4624,136,3364,116,,,,,,19140,3969,126,0,25912681.08241758,933414.7252747254,62901.63186813187,,0,0,0,0,0,0,0,0,0,0,68,68,58,58
33.5,,-.66,,34,33,64,64,4761,138,3481,118,151,4,5,28,13,19141,4096,128,0,25915072.28846154,933504.5384615385,62902.71153846154,2.5,0,0,0,0,0,0,0,0,0,0,69,69,59,59
36.209999,,2.71,05/29/12,37.75,35,65,65,4624,136,3721,122,152,5,5,41,23,19142,4225,130,0,25917463.49450549,933594.3516483516,62903.79120879121,2.3900001,0,0,0,0,0,0,0,0,0,0,68,68,61,61
34.07,,-2.14,05/30/12,34.25,33.799999,65,65,4624,136,3721,122,153,6,6,29,16,19143,4225,130,0,25919854.70054945,933684.1648351648,62904.87087912088,2.3399999,0,0,0,0,0,0,0,0,0,0,68,68,61,61
31.040001,,-3.03,05/31/12,31.5,31,65,65,4761,138,3600,120,156,2,6,19,9,19144,4225,130,0,25922245.9065934,933773.9780219782,62905.95054945055,2.24,0,0,0,0,0,0,0,0,0,0,69,69,60,60
,,,06/01/12,,,63,63,4356,132,3600,120,,,,,,19145,3969,126,0,25924637.11263736,933863.7912087913,62907.03021978022,,0,0,0,0,0,0,0,0,0,0,66,66,60,60
,,,,,,62,62,4225,130,3481,118,,,,,,19146,3844,124,0,25927028.31868131,933953.6043956045,62908.10989010989,,0,0,0,0,0,0,0,0,0,0,65,65,59,59
27.6,,-3.44,,28.25,27,64,64,4356,132,3721,122,157,3,6,28,16,19147,4096,128,0,25929419.52472527,934043.4175824176,62909.18956043956,2.3199999,0,0,0,0,0,0,0,0,0,0,66,66,61,61
27.9,,.3,06/04/12,29,26.75,64,64,4356,132,3721,122,158,4,6,73,24,19148,4096,128,0,25931810.73076923,934133.2307692308,62910.26923076923,2.3900001,0,0,0,0,0,0,0,0,0,0,66,66,61,61
32.439999,,4.54,06/05/12,32.75,32,65,65,4761,138,3721,122,159,5,6,38,18,19149,4225,130,0,25934201.93681318,934223.0439560439,62911.3489010989,2.4100001,0,0,0,0,0,0,0,0,0,0,69,69,61,61
27.26,,-5.18,06/06/12,28,27,66,66,5184,144,3600,120,160,6,6,15,12,19150,4356,132,0,25936593.14285714,934312.8571428573,62912.42857142857,2.3299999,0,0,0,0,0,0,0,0,0,0,72,72,60,60
34.349998,,7.09,06/07/12,35.5,33,65,65,4624,136,3721,122,163,2,6,19,14,19151,4225,130,0,25938984.3489011,934402.6703296704,62913.50824175825,2.22,0,0,0,0,0,0,0,0,0,0,68,68,61,61
,,,06/08/12,,,64,64,4489,134,3721,122,,,,,,19152,4096,128,0,25941375.55494505,934492.4835164836,62914.58791208791,,0,0,0,0,0,0,0,0,0,0,67,67,61,61
,,,,,,63,63,4225,130,3600,120,,,,,,19153,3969,126,0,25943766.76098901,934582.2967032967,62915.66758241758,,0,0,0,0,0,0,0,0,0,0,65,65,60,60
36.75,,2.4,,37,36.25,63,63,4356,132,3600,120,164,3,6,55,23,19154,3969,126,0,25946157.96703297,934672.1098901099,62916.74725274726,2.22,0,0,0,0,0,0,0,0,0,0,66,66,60,60
31.719999,,-5.03,06/11/12,32.5,31,64,64,4489,134,3721,122,165,4,6,34,18,19155,4096,128,0,25948549.17307692,934761.923076923,62917.82692307692,2.1700001,0,0,0,0,0,0,0,0,0,0,67,67,61,61
29.879999,,-1.84,06/12/12,30,29.5,64,64,4489,134,3721,122,166,5,6,36,21,19156,4096,128,0,25950940.37912088,934851.7362637364,62918.90659340659,2.1800001,0,0,0,0,0,0,0,0,0,0,67,67,61,61
30.43,,.55,06/13/12,31,30,62,62,4225,130,3481,118,167,6,6,50,21,19157,3844,124,0,25953331.58516484,934941.5494505495,62919.98626373627,2.2,0,0,0,0,0,0,0,0,0,0,65,65,59,59
38.439999,,8.01,06/14/12,40,38,64,64,4356,132,3721,122,170,2,6,46,19,19158,4096,128,0,25955722.79120879,935031.3626373627,62921.06593406593,2.4400001,0,0,0,0,0,0,0,0,0,0,66,66,61,61
,,,06/15/12,,,63,63,4356,132,3600,120,,,,,,19159,3969,126,0,25958113.99725275,935121.1758241758,62922.14560439561,,0,0,0,0,0,0,0,0,0,0,66,66,60,60
,,,,,,66,66,4624,136,3969,126,,,,,,19160,4356,132,0,25960505.20329671,935210.989010989,62923.22527472528,,0,0,0,0,0,0,0,0,0,0,68,68,63,63
33.330002,,-5.11,,33.650002,32.75,67,67,5184,144,3721,122,171,3,6,34,17,19161,4489,134,0,25962896.40934066,935300.8021978021,62924.30494505494,2.45,0,0,0,0,0,0,0,0,0,0,72,72,61,61
32.07,,-1.26,06/18/12,33,31.75,67,67,5041,142,3969,126,172,4,6,46,22,19162,4489,134,0,25965287.61538462,935390.6153846155,62925.38461538462,2.5899999,0,0,0,0,0,0,0,0,0,0,71,71,63,63
32.360001,,.29,06/19/12,32.75,31.75,66,66,4900,140,3844,124,173,5,6,21,14,19163,4356,132,0,25967678.82142857,935480.4285714286,62926.46428571429,2.5999999,0,0,0,0,0,0,0,0,0,0,70,70,62,62
28.51,,-3.85,06/20/12,29,28.25,64,64,4624,136,3600,120,174,6,6,35,17,19164,4096,128,0,25970070.02747253,935570.2417582418,62927.54395604396,2.48,0,0,0,0,0,0,0,0,0,0,68,68,60,60
29.16,,.65,06/21/12,29.25,28.5,67,67,4900,140,3969,126,177,2,6,22,10,19165,4489,134,0,25972461.23351648,935660.0549450549,62928.62362637363,2.5,0,0,0,0,0,0,0,0,0,0,70,70,63,63
,,,06/22/12,,,67,67,5041,142,3844,124,,,,,,19166,4489,134,0,25974852.43956044,935749.8681318681,62929.7032967033,,0,0,0,0,0,0,0,0,0,0,71,71,62,62
,,,,,,66,66,4900,140,3844,124,,,,,,19167,4356,132,0,25977243.64560439,935839.6813186815,62930.78296703297,,0,0,0,0,0,0,0,0,0,0,70,70,62,62
30.84,,1.68,,31,30.5,67,67,5184,144,3844,124,178,3,6,15,12,19168,4489,134,0,25979634.85164835,935929.4945054946,62931.86263736263,2.7,0,0,0,0,0,0,0,0,0,0,72,72,62,62
31.49,,.65,06/25/12,32,31,68,68,5184,144,3969,126,179,4,6,52,18,19169,4624,136,0,25982026.0576923,936019.3076923077,62932.94230769231,2.7,0,0,0,0,0,0,0,0,0,0,72,72,63,63
33.740002,,2.25,06/26/12,34.25,33.5,68,68,5776,152,3600,120,180,5,6,31,15,19170,4624,136,0,25984417.26373626,936109.1208791209,62934.02197802198,2.8699999,0,0,0,0,0,0,0,0,0,0,76,76,60,60
30.52,,-3.22,06/27/12,30.75,30.25,68,68,5329,146,3969,126,181,6,6,33,17,19171,4624,136,0,25986808.46978022,936198.934065934,62935.10164835164,2.8099999,0,0,0,0,0,0,0,0,0,0,73,73,63,63
34.07,,3.55,06/28/12,34.5,33.75,68,68,5329,146,3844,124,184,2,7,29,16,19172,4624,136,0,25989199.67582417,936288.7472527472,62936.18131868132,2.74,0,0,0,0,0,0,0,0,0,0,73,73,62,62
,,,06/29/12,,,68,68,5329,146,3844,124,,,,,,19173,4624,136,0,25991590.88186813,936378.5604395606,62937.26098901099,,0,0,0,0,0,0,0,0,0,0,73,73,62,62
,,,,,,68,68,5184,144,4096,128,,,,,,19174,4624,136,0,25993982.08791209,936468.3736263737,62938.34065934065,,0,0,0,0,0,0,0,0,0,0,72,72,64,64
30.610001,,-3.46,,31,30,68,68,5184,144,3969,126,185,3,7,32,19,19175,4624,136,0,25996373.29395604,936558.1868131869,62939.42032967033,2.73,0,0,0,0,0,0,0,0,0,0,72,72,63,63
30.360001,,-.25,07/02/12,30.5,30,66,66,4624,136,3969,126,187,5,7,28,18,19176,4356,132,0,25998764.5,936648,62940.5,2.78,0,0,0,0,0,0,0,0,0,0,68,68,63,63
,,,07/03/12,,,65,65,4624,136,3844,124,,,,,,19177,4225,130,0,26001155.70604396,936737.8131868131,62941.57967032967,,0,0,0,0,0,0,0,0,0,0,68,68,62,62
32.75,,2.39,,33,32.5,65,65,4489,134,3844,124,188,6,7,21,15,19178,4225,130,2,26003546.91208791,936827.6263736263,62942.65934065935,2.9000001,0,1,0,0,0,1,0,0,1,1,67,67,62,62
46.32,,13.57,07/05/12,47,45,66,66,4761,138,3969,126,191,2,7,70,24,19179,4356,132,0,26005938.11813187,936917.4395604397,62943.73901098901,2.9400001,0,0,0,0,0,0,0,0,0,0,69,69,63,63
,,,07/06/12,,,69,69,5329,146,4096,128,,,,,,19180,4761,138,0,26008329.32417583,937007.2527472528,62944.81868131868,,0,0,0,0,0,0,0,0,0,0,73,73,64,64
,,,,,,68,68,5184,144,4096,128,,,,,,19181,4624,136,0,26010720.53021978,937097.065934066,62945.89835164836,,0,0,0,0,0,0,0,0,0,0,72,72,64,64
46.849998,,.53,,48,46,68,68,5329,146,3969,126,192,3,7,51,23,19182,4624,136,0,26013111.73626374,937186.8791208791,62946.97802197802,2.79,0,0,0,0,0,0,0,0,0,0,73,73,63,63
46.049999,,-.8,07/09/12,46.5,45.75,68,68,5329,146,3969,126,193,4,7,36,21,19183,4624,136,0,26015502.94230769,937276.6923076923,62948.05769230769,2.8699999,0,0,0,0,0,0,0,0,0,0,73,73,63,63
46.560001,,.51,07/10/12,47.5,45.5,70,70,5776,152,4096,128,194,5,7,67,25,19184,4900,140,0,26017894.14835165,937366.5054945056,62949.13736263737,2.72,0,0,0,0,0,0,0,0,0,0,76,76,64,64
38.900002,,-7.66,07/11/12,39,38.25,70,70,5476,148,4225,130,195,6,7,36,20,19185,4900,140,0,26020285.35439561,937456.3186813188,62950.21703296703,2.8299999,0,0,0,0,0,0,0,0,0,0,74,74,65,65
33.810001,,-5.09,07/12/12,34,33.5,70,70,5625,150,4096,128,198,2,7,20,13,19186,4900,140,0,26022676.56043956,937546.1318681319,62951.2967032967,2.8800001,0,0,0,0,0,0,0,0,0,0,75,75,64,64
,,,07/13/12,,,74,74,6561,162,4356,132,,,,,,19187,5476,148,2,26025067.76648352,937635.9450549451,62952.37637362638,,0,1,0,0,0,1,0,0,1,1,81,81,66,66
,,,,,,74,74,6561,162,4356,132,,,,,,19188,5476,148,0,26027458.97252747,937725.7582417582,62953.45604395604,,0,0,0,0,0,0,0,0,0,0,81,81,66,66
30.540001,,-3.27,,31,30,68,68,5184,144,4096,128,199,3,7,20,15,19189,4624,136,0,26029850.17857143,937815.5714285714,62954.53571428571,2.9200001,0,0,0,0,0,0,0,0,0,0,72,72,64,64
31.129999,,.59,07/16/12,31.5,31,66,66,4761,138,3969,126,200,4,7,51,19,19190,4356,132,0,26032241.38461538,937905.3846153847,62955.61538461538,2.8299999,0,0,0,0,0,0,0,0,0,0,69,69,63,63
31.42,,.29,07/17/12,31.75,31.25,68,68,5184,144,4096,128,201,5,7,23,14,19191,4624,136,0,26034632.59065934,937995.1978021979,62956.69505494506,2.8399999,0,0,0,0,0,0,0,0,0,0,72,72,64,64
33.43,,2.01,07/18/12,34,32.700001,72,72,6400,160,3969,126,202,6,7,48,25,19192,5184,144,0,26037023.79670329,938085.010989011,62957.77472527472,2.99,0,0,0,0,0,0,0,0,0,0,80,80,63,63
41.400002,,7.97,07/19/12,41.75,40,72,72,5625,150,4624,136,205,2,7,82,27,19193,5184,144,0,26039415.00274725,938174.8241758242,62958.85439560439,3.03,0,0,0,0,0,0,0,0,0,0,75,75,68,68
,,,07/20/12,,,73,73,6241,158,4489,134,,,,,,19194,5329,146,0,26041806.20879121,938264.6373626373,62959.93406593407,,0,0,0,0,0,0,0,0,0,0,79,79,67,67
,,,,,,71,71,5625,150,4489,134,,,,,,19195,5041,142,0,26044197.41483516,938354.4505494505,62961.01373626373,,0,0,0,0,0,0,0,0,0,0,75,75,67,67
39.610001,,-1.79,,40.25,39.25,71,71,5476,148,4489,134,206,3,7,36,17,19196,5041,142,0,26046588.62087912,938444.2637362638,62962.09340659341,3.05,0,0,0,0,0,0,0,0,0,0,74,74,67,67
35.509998,,-4.1,07/23/12,36,35.25,69,69,5184,144,4356,132,207,4,7,47,15,19197,4761,138,0,26048979.82692308,938534.076923077,62963.17307692308,3.1600001,0,0,0,0,0,0,0,0,0,0,72,72,66,66
