doy,dow,month,highpricemwh,lowpricemwh,price,change,vol,numt,numc,date,mean_price,dm_price,highsd,avgsd,lowsd,fogsd,rainsd,raintsd,rainfsd,highla,avgla,lowla,fogla,rainla,raintla,rainfla,cloudsd,cloudla,multtemp,addtemp,predprice,cloud,datename,totalest,accommodationandfoodservices,administrativeandsupportandwaste,agricultureforestryfishingandhun,artsentertainmentandrecreation,construction,educationalservices,financeandinsurance,healthcareandsocialassistance,industriesnotclassified,information,managementofcompaniesandenterpri,manufacturing,mining,otherservicesexceptpublicadminis,professionalscientificandtechnic,realestateandrentalandleasing,retailtrade,transportationandwarehousing,utilities,wholesaletrade,totalemp,accommodationandfoodservicesempl,v25,v26,artsentertainmentandrecreationem,constructionemployees,educationalservicesemployees,financeandinsuranceemployees,healthcareandsocialassistanceemp,industriesnotclassifiedemployees,informationemployees,v34,manufacturingemployees,miningemployees,v37,v38,realestateandrentalandleasingemp,retailtradeemployees,transportationandwarehousingempl,utilitiesemployees,wholesaletradeemployees,totalpay,accommodationandfoodservicespayr,v46,v47,artsentertainmentandrecreationpa,constructionpayroll,educationalservicespayroll,financeandinsurancepayroll,healthcareandsocialassistancepay,industriesnotclassifiedpayroll,informationpayroll,v55,manufacturingpayroll,miningpayroll,v58,v59,realestateandrentalandleasingpay,retailtradepayroll,transportationandwarehousingpayr,utilitiespayroll,wholesaletradepayroll,totalpayint,totalempint,totalestint,ngprice,_merge
101,3,4,34.75,33.75,33.959999,6.23,,24,19,19092,52.895,-18.935001,71,63,54,0,0,0,0,71,63,54,0,0,0,0,0,0,3969,126,40.352383,0,04/09/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25795511.98626374,929013.8791208791,62848.72802197802,1.99,matched (3)
102,4,4,28.75,26.5,27.959999,-6,,64,20,19093,49.433998,-21.473999,71,62,53,0,0,0,0,71,62,53,0,0,0,0,0,0,3844,124,41.072659,0,04/10/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25797903.19230769,929103.6923076923,62849.80769230769,1.99,matched (3)
103,5,4,27.25,26.5,27.07,-.89,,82,23,19094,40.964001,-13.894001,63,58,53,0,0,0,0,63,58,53,0,0,0,0,0,0,3364,116,41.480408,0,04/11/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25800294.39835165,929193.5054945056,62850.88736263737,1.91,matched (3)
104,6,4,25,24.5,24.66,-2.41,,11,13,19095,41.833572,-17.173573,63,60,56,0,1,0,0,63,60,56,0,1,0,0,1,1,3600,120,35.639526,2,04/12/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25802685.60439561,929283.3186813188,62851.96703296703,1.87,matched (3)
107,2,4,30,28,29.459999,4.8,,92,25,19096,50.073334,-20.613335,65,60,55,0,1,0,0,65,60,55,0,1,0,0,1,1,3600,120,42.993092,2,04/13/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25805076.81043956,929373.1318681319,62853.0467032967,1.87,matched (3)
,,,,,,,,,,19097,,,60,57,54,0,1,0,0,60,57,54,0,1,0,0,1,1,3249,114,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25807468.01648352,929462.9450549451,62854.12637362638,,master only (1)
,,,,,,,,,,19098,,,61,57,52,0,1,0,0,61,57,52,0,1,0,0,1,1,3249,114,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25809859.22252747,929552.7582417582,62855.20604395604,,master only (1)
108,3,4,34,30,31.85,2.39,,75,26,19099,56.18111,-24.33111,63,56,49,0,0,0,0,63,56,49,0,0,0,0,0,0,3136,112,42.846123,0,04/16/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25812250.42857143,929642.5714285714,62856.28571428571,1.88,matched (3)
109,4,4,32,29.5,30.18,-1.67,,81,25,19100,50.029999,-19.849998,69,61,52,0,0,0,0,69,61,52,0,0,0,0,0,0,3721,122,42.865433,0,04/17/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25814641.63461538,929732.3846153847,62857.36538461538,1.89,matched (3)
110,5,4,34.25,33.25,33.84,3.66,,83,27,19101,43.209999,-9.3699989,72,63,54,1,0,0,0,72,63,54,1,0,0,0,1,1,3969,126,42.442276,2,04/18/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25817032.84065934,929822.1978021979,62858.44505494506,1.87,matched (3)
111,6,4,35,34,34.709999,.87,,39,20,19102,42.756001,-8.0460014,67,61,54,1,0,0,0,67,61,54,1,0,0,0,1,1,3721,122,38.558372,2,04/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25819424.04670329,929912.010989011,62859.52472527472,1.85,matched (3)
114,2,4,35,33,34.43,-.28,,55,22,19103,48.913002,-14.483002,66,61,55,0,0,0,0,66,61,55,0,0,0,0,0,0,3721,122,42.198093,0,04/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25821815.25274725,930001.8241758242,62860.60439560439,1.8200001,matched (3)
,,,,,,,,,,19104,,,66,62,57,0,0,0,0,66,62,57,0,0,0,0,0,0,3844,124,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25824206.45879121,930091.6373626373,62861.68406593407,,master only (1)
,,,,,,,,,,19105,,,66,62,58,0,0,0,0,66,62,58,0,0,0,0,0,0,3844,124,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25826597.66483516,930181.4505494505,62862.76373626373,,master only (1)
115,3,4,27.5,27.25,27.42,-7.01,,53,20,19106,51.148998,-23.728998,63,61,58,0,1,0,0,63,61,58,0,1,0,0,1,1,3721,122,40.217201,2,04/23/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25828988.87087912,930271.2637362638,62863.84340659341,1.89,matched (3)
116,4,4,28.5,27.75,28.280001,.86,,30,15,19107,47.568001,-19.288,65,62,58,0,0,0,0,65,62,58,0,0,0,0,0,0,3844,124,38.731979,0,04/24/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25831380.07692308,930361.076923077,62864.92307692308,1.97,matched (3)
117,5,4,27,26.25,26.48,-1.8,,33,16,19108,37.43,-10.950001,75,66,56,0,0,0,0,75,66,56,0,0,0,0,0,0,4356,132,39.201588,0,04/25/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25833771.28296703,930450.8901098901,62866.00274725274,1.99,matched (3)
118,6,4,25,24,24.809999,-1.67,,53,18,19109,38.611,-13.801001,73,67,60,0,1,0,0,73,67,60,0,1,0,0,1,1,4489,134,39.103268,2,04/26/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25836162.48901099,930540.7032967033,62867.08241758242,2.0999999,matched (3)
121,2,4,29.25,28.5,28.709999,3.9,,21,14,19110,48.372726,-19.662727,65,62,59,0,1,0,0,65,62,59,0,1,0,0,1,1,3844,124,38.19146,2,04/27/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25838553.69505494,930630.5164835164,62868.16208791209,2.05,matched (3)
,,,,,,,,,,19111,,,66,63,59,0,0,0,0,66,63,59,0,0,0,0,0,0,3969,126,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25840944.9010989,930720.3296703298,62869.24175824175,,master only (1)
,,,,,,,,,,19112,,,71,64,57,0,0,0,0,71,64,57,0,0,0,0,0,0,4096,128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25843336.10714286,930810.142857143,62870.32142857143,,master only (1)
122,3,5,26.200001,25.75,25.9,-2.81,,68,18,19113,52.067272,-26.167273,65,63,60,0,0,0,0,65,63,60,0,0,0,0,0,0,3969,126,41.584122,0,04/30/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25845727.31318681,930899.9560439561,62871.4010989011,2.0999999,matched (3)
123,4,5,28.75,28,28.200001,2.3,,73,18,19114,47.485001,-19.285,64,63,61,0,0,0,0,64,63,61,0,0,0,0,0,0,3969,126,41.26992,0,05/01/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25848118.51923077,930989.7692307692,62872.48076923077,2.29,matched (3)
124,5,5,27.450001,27,27.209999,-.99,,48,18,19115,42.186001,-14.976002,66,64,61,0,0,0,0,66,64,61,0,0,0,0,0,0,4096,128,40.347008,0,05/02/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25850509.72527473,931079.5824175824,62873.56043956044,2.3099999,matched (3)
125,6,5,26.5,25.75,25.889999,-1.32,,73,23,19116,40.239998,-14.349998,66,63,59,0,0,0,0,66,63,59,0,0,0,0,0,0,3969,126,41.895512,0,05/03/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25852900.93131868,931169.3956043955,62874.64010989011,2.29,matched (3)
128,2,5,30,29,29.32,3.43,,26,17,19117,48.359093,-19.039093,68,64,60,0,0,0,0,68,64,60,0,0,0,0,0,0,4096,128,40.816536,0,05/04/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25855292.13736264,931259.2087912089,62875.71978021978,2.3,matched (3)
,,,,,,,,,,19118,,,68,64,59,0,0,0,0,68,64,59,0,0,0,0,0,0,4096,128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25857683.3434066,931349.0219780221,62876.79945054945,,master only (1)
,,,,,,,,,,19119,,,67,64,60,0,0,0,0,67,64,60,0,0,0,0,0,0,4096,128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25860074.54945055,931438.8351648352,62877.87912087912,,master only (1)
129,3,5,32.5,31,31.540001,2.22,,55,24,19120,49.888,-18.348,64,61,58,0,0,0,0,64,61,58,0,0,0,0,0,0,3721,122,42.806034,0,05/07/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25862465.75549451,931528.6483516484,62878.95879120879,2.3,matched (3)
130,4,5,34,33,33.41,1.87,,60,23,19121,47.778999,-14.368999,68,64,59,0,0,0,0,68,64,59,0,0,0,0,0,0,4096,128,42.582031,0,05/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25864856.96153846,931618.4615384615,62880.03846153846,2.27,matched (3)
131,5,5,32,31.25,31.639999,-1.77,,32,15,19122,44.051998,-12.411999,69,65,60,0,0,0,0,69,65,60,0,0,0,0,0,0,4225,130,39.185562,0,05/09/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25867248.16758242,931708.2747252746,62881.11813186813,2.3599999,matched (3)
132,6,5,29.200001,28.75,28.9,-2.74,,38,19,19123,41.487274,-12.587275,69,64,59,0,0,0,0,69,64,59,0,0,0,0,0,0,4096,128,39.96254,0,05/10/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25869639.37362637,931798.087912088,62882.1978021978,2.3599999,matched (3)
135,2,5,37.5,35.5,36.700001,7.8,,53,22,19124,53.394547,-16.694546,64,62,59,0,0,0,0,64,62,59,0,0,0,0,0,0,3844,124,42.721989,0,05/11/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25872030.57967033,931887.9010989012,62883.27747252747,2.3699999,matched (3)
,,,,,,,,,,19125,,,68,63,58,0,0,0,0,68,63,58,0,0,0,0,0,0,3969,126,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25874421.78571428,931977.7142857143,62884.35714285714,,master only (1)
,,,,,,,,,,19126,,,69,65,60,0,0,0,0,69,65,60,0,0,0,0,0,0,4225,130,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25876812.99175824,932067.5274725275,62885.43681318681,,master only (1)
136,3,5,37.25,36.5,36.810001,.11,,49,19,19127,55.102001,-18.292,69,65,61,0,0,0,0,69,65,61,0,0,0,0,0,0,4225,130,41.681568,0,05/14/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25879204.19780219,932157.3406593406,62886.51648351648,2.4100001,matched (3)
137,4,5,35.5,34,34.790001,-2.02,,74,22,19128,50.396,-15.605999,71,66,61,0,0,0,0,71,66,61,0,0,0,0,0,0,4356,132,42.898273,0,05/15/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25881595.40384615,932247.153846154,62887.59615384616,2.3800001,matched (3)
138,5,5,33,32.25,32.599998,-2.19,,23,14,19129,44.292,-11.692001,69,65,61,0,0,0,0,69,65,61,0,0,0,0,0,0,4225,130,38.663094,0,05/16/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25883986.60989011,932336.9670329671,62888.67582417582,2.5,matched (3)
139,6,5,31.25,30.5,30.719999,-1.88,,39,18,19130,41.396362,-10.676363,72,66,60,0,0,0,0,72,66,60,0,0,0,0,0,0,4356,132,39.957714,0,05/17/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25886377.81593406,932426.7802197803,62889.75549450549,2.5999999,matched (3)
142,2,5,36,35.5,35.77,5.05,,19,9,19131,50.978889,-15.208889,65,63,60,0,0,0,0,65,63,60,0,0,0,0,0,0,3969,126,38.109898,0,05/18/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25888769.02197802,932516.5934065934,62890.83516483517,2.5599999,matched (3)
,,,,,,,,,,19132,,,67,64,60,0,0,0,0,67,64,60,0,0,0,0,0,0,4096,128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25891160.22802198,932606.4065934066,62891.91483516483,,master only (1)
,,,,,,,,,,19133,,,69,65,61,0,0,0,0,69,65,61,0,0,0,0,0,0,4225,130,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25893551.43406593,932696.2197802197,62892.99450549451,,master only (1)
143,3,5,33,32.25,32.599998,-3.17,,27,12,19134,46.373749,-13.77375,71,67,62,0,0,0,0,71,67,62,0,0,0,0,0,0,4489,134,39.311707,0,05/21/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25895942.64010989,932786.0329670331,62894.07417582418,2.5999999,matched (3)
144,4,5,33.25,32.5,32.759998,.16,,40,20,19135,42.433334,-9.673336,70,65,60,0,0,0,0,70,65,60,0,0,0,0,0,0,4225,130,41.321796,0,05/22/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25898333.84615385,932875.8461538462,62895.15384615384,2.55,matched (3)
145,5,5,32,31.25,31.48,-1.28,,24,13,19136,42.918751,-11.438751,68,64,60,0,0,0,0,68,64,60,0,0,0,0,0,0,4096,128,38.253304,0,05/23/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25900725.0521978,932965.6593406594,62896.23351648352,2.5999999,matched (3)
147,7,5,30.75,28,28.51,-2.97,,28,17,19137,39.686668,-11.176668,65,63,60,0,0,0,0,65,63,60,0,0,0,0,0,0,3969,126,38.54528,0,05/24/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25903116.25824176,933055.4725274725,62897.31318681319,2.6600001,matched (3)
150,3,5,34.5,33.75,34.16,5.65,,48,18,19138,52.075554,-17.915554,67,65,62,0,0,0,0,67,65,62,0,0,0,0,0,0,4225,130,41.356678,0,05/25/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25905507.46428572,933145.2857142857,62898.39285714286,2.5599999,matched (3)
,,,,,,,,,,19139,,,64,62,59,0,1,0,0,64,62,59,0,1,0,0,1,1,3844,124,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25907898.67032967,933235.0989010988,62899.47252747253,,master only (1)
,,,,,,,,,,19140,,,66,62,57,0,1,0,0,66,62,57,0,1,0,0,1,1,3844,124,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25910289.87637363,933324.9120879122,62900.5521978022,,master only (1)
,,,,,,,,,,19141,,,68,63,58,0,0,0,0,68,63,58,0,0,0,0,0,0,3969,126,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25912681.08241758,933414.7252747254,62901.63186813187,,master only (1)
151,4,5,34,33,33.5,-.66,,28,13,19142,53,-19.5,69,64,59,0,0,0,0,69,64,59,0,0,0,0,0,0,4096,128,38.789783,0,05/29/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25915072.28846154,933504.5384615385,62902.71153846154,2.5,matched (3)
152,5,5,37.75,35,36.209999,2.71,,41,23,19143,39.831001,-3.6210022,68,65,61,0,0,0,0,68,65,61,0,0,0,0,0,0,4225,130,41.809383,0,05/30/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25917463.49450549,933594.3516483516,62903.79120879121,2.3900001,matched (3)
153,6,6,34.25,33.799999,34.07,-2.14,,29,16,19144,42.932728,-8.8627281,68,65,61,0,0,0,0,68,65,61,0,0,0,0,0,0,4225,130,39.41922,0,05/31/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25919854.70054945,933684.1648351648,62904.87087912088,2.3399999,matched (3)
156,2,6,31.5,31,31.040001,-3.03,,19,9,19145,50.385834,-19.345833,69,65,60,0,0,0,0,69,65,60,0,0,0,0,0,0,4225,130,38.821644,0,06/01/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25922245.9065934,933773.9780219782,62905.95054945055,2.24,matched (3)
,,,,,,,,,,19146,,,66,63,60,0,0,0,0,66,63,60,0,0,0,0,0,0,3969,126,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25924637.11263736,933863.7912087913,62907.03021978022,,master only (1)
,,,,,,,,,,19147,,,65,62,59,0,0,0,0,65,62,59,0,0,0,0,0,0,3844,124,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25927028.31868131,933953.6043956045,62908.10989010989,,master only (1)
157,3,6,28.25,27,27.6,-3.44,,28,16,19148,50.132999,-22.532999,66,64,61,0,0,0,0,66,64,61,0,0,0,0,0,0,4096,128,40.573292,0,06/04/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25929419.52472527,934043.4175824176,62909.18956043956,2.3199999,matched (3)
158,4,6,29,26.75,27.9,.3,,73,24,19149,46.543999,-18.643999,66,64,61,0,0,0,0,66,64,61,0,0,0,0,0,0,4096,128,43.648533,0,06/05/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25931810.73076923,934133.2307692308,62910.26923076923,2.3900001,matched (3)
159,5,6,32.75,32,32.439999,4.54,,38,18,19150,40.163002,-7.7230034,69,65,61,0,0,0,0,69,65,61,0,0,0,0,0,0,4225,130,40.679569,0,06/06/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25934201.93681318,934223.0439560439,62911.3489010989,2.4100001,matched (3)
160,6,6,28,27,27.26,-5.18,,15,12,19151,39.374001,-12.114,72,66,60,0,0,0,0,72,66,60,0,0,0,0,0,0,4356,132,38.00906,0,06/07/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25936593.14285714,934312.8571428573,62912.42857142857,2.3299999,matched (3)
163,2,6,35.5,33,34.349998,7.09,,19,14,19152,47.094543,-12.744545,68,65,61,0,0,0,0,68,65,61,0,0,0,0,0,0,4225,130,40.322609,0,06/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25938984.3489011,934402.6703296704,62913.50824175825,2.22,matched (3)
,,,,,,,,,,19153,,,67,64,61,0,0,0,0,67,64,61,0,0,0,0,0,0,4096,128,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25941375.55494505,934492.4835164836,62914.58791208791,,master only (1)
,,,,,,,,,,19154,,,65,63,60,0,0,0,0,65,63,60,0,0,0,0,0,0,3969,126,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25943766.76098901,934582.2967032967,62915.66758241758,,master only (1)
164,3,6,37,36.25,36.75,2.4,,55,23,19155,52.380001,-15.630001,66,63,60,0,0,0,0,66,63,60,0,0,0,0,0,0,3969,126,43.209263,0,06/11/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25946157.96703297,934672.1098901099,62916.74725274726,2.22,matched (3)
165,4,6,32.5,31,31.719999,-5.03,,34,18,19156,49.652,-17.932001,67,64,61,0,0,0,0,67,64,61,0,0,0,0,0,0,4096,128,40.884174,0,06/12/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25948549.17307692,934761.923076923,62917.82692307692,2.1700001,matched (3)
166,5,6,30,29.5,29.879999,-1.84,,36,21,19157,42.092999,-12.212999,67,64,61,0,0,0,0,67,64,61,0,0,0,0,0,0,4096,128,41.396461,0,06/13/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25950940.37912088,934851.7362637364,62918.90659340659,2.1800001,matched (3)
167,6,6,31,30,30.43,.55,,50,21,19158,42.069092,-11.639091,65,62,59,0,0,0,0,65,62,59,0,0,0,0,0,0,3844,124,41.042194,0,06/14/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25953331.58516484,934941.5494505495,62919.98626373627,2.2,matched (3)
170,2,6,40,38,38.439999,8.01,,46,19,19159,55.68,-17.240002,66,64,61,0,0,0,0,66,64,61,0,0,0,0,0,0,4096,128,42.356113,0,06/15/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25955722.79120879,935031.3626373627,62921.06593406593,2.4400001,matched (3)
,,,,,,,,,,19160,,,66,63,60,0,0,0,0,66,63,60,0,0,0,0,0,0,3969,126,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25958113.99725275,935121.1758241758,62922.14560439561,,master only (1)
,,,,,,,,,,19161,,,68,66,63,0,0,0,0,68,66,63,0,0,0,0,0,0,4356,132,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25960505.20329671,935210.989010989,62923.22527472528,,master only (1)
171,3,6,33.650002,32.75,33.330002,-5.11,,34,17,19162,59.085999,-25.755997,72,67,61,0,0,0,0,72,67,61,0,0,0,0,0,0,4489,134,41.430798,0,06/18/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25962896.40934066,935300.8021978021,62924.30494505494,2.45,matched (3)
172,4,6,33,31.75,32.07,-1.26,,46,22,19163,59.042,-26.972,71,67,63,0,0,0,0,71,67,63,0,0,0,0,0,0,4489,134,42.790443,0,06/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25965287.61538462,935390.6153846155,62925.38461538462,2.5899999,matched (3)
173,5,6,32.75,31.75,32.360001,.29,,21,14,19164,50.014,-17.653999,70,66,62,0,0,0,0,70,66,62,0,0,0,0,0,0,4356,132,39.195316,0,06/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25967678.82142857,935480.4285714286,62926.46428571429,2.5999999,matched (3)
174,6,6,29,28.25,28.51,-3.85,,35,17,19165,47.002728,-18.492727,68,64,60,0,0,0,0,68,64,60,0,0,0,0,0,0,4096,128,39.733303,0,06/21/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25970070.02747253,935570.2417582418,62927.54395604396,2.48,matched (3)
