,doy,dow,month,highpricemwh,lowpricemwh,price,change,vol,numt,numc,date,mean_price,dm_price,highsd,avgsd,lowsd,fogsd,rainsd,raintsd,rainfsd,highla,avgla,lowla,fogla,rainla,raintla,rainfla,cloudsd,cloudla,multtemp,addtemp,predprice,cloud,datename,totalest,accommodationandfoodservices,administrativeandsupportandwaste,agricultureforestryfishingandhun,artsentertainmentandrecreation,construction,educationalservices,financeandinsurance,healthcareandsocialassistance,industriesnotclassified,information,managementofcompaniesandenterpri,manufacturing,mining,otherservicesexceptpublicadminis,professionalscientificandtechnic,realestateandrentalandleasing,retailtrade,transportationandwarehousing,utilities,wholesaletrade,totalemp,accommodationandfoodservicesempl,v25,v26,artsentertainmentandrecreationem,constructionemployees,educationalservicesemployees,financeandinsuranceemployees,healthcareandsocialassistanceemp,industriesnotclassifiedemployees,informationemployees,v34,manufacturingemployees,miningemployees,v37,v38,realestateandrentalandleasingemp,retailtradeemployees,transportationandwarehousingempl,utilitiesemployees,wholesaletradeemployees,totalpay,accommodationandfoodservicespayr,v46,v47,artsentertainmentandrecreationpa,constructionpayroll,educationalservicespayroll,financeandinsurancepayroll,healthcareandsocialassistancepay,industriesnotclassifiedpayroll,informationpayroll,v55,manufacturingpayroll,miningpayroll,v58,v59,realestateandrentalandleasingpay,retailtradepayroll,transportationandwarehousingpayr,utilitiespayroll,wholesaletradepayroll,totalpayint,totalempint,totalestint,ngprice,_merge,monthly_average
2856,340.0,4.0,12.0,43.0,42.0,42.360001,-1.51,,59.0,23.0,19331.0,55.542,-13.181999,68.0,64.0,60.0,0.0,0.0,0.0,0.0,68.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,128.0,45.67403,0.0,12/04/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26367010.2308,950479.230769,63106.7692308,3.3800001,matched (3),40.7260002
2857,341.0,5.0,12.0,40.25,39.75,40.0,-2.36,,24.0,11.0,19332.0,54.105453,-14.105453,67.0,64.0,60.0,0.0,0.0,0.0,0.0,67.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,128.0,40.769615,0.0,12/05/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26369401.4368,950569.043956,63107.8489011,3.4100001,matched (3),40.7260002
2858,342.0,6.0,12.0,37.0,36.5,36.560001,-3.44,,28.0,13.0,19333.0,54.324547,-17.764545,64.0,62.0,59.0,0.0,0.0,0.0,0.0,64.0,62.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,124.0,40.768761,0.0,12/06/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26371792.6429,950658.857143,63108.9285714,3.48,matched (3),40.7260002
2859,345.0,2.0,12.0,41.25,40.0,40.84,4.28,,26.0,16.0,19334.0,52.654545,-11.814545,66.0,63.0,59.0,0.0,0.0,0.0,0.0,66.0,63.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,3969.0,126.0,43.500828,0.0,12/07/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26374183.8489,950748.67033,63110.0082418,3.3299999,matched (3),40.7260002
2860,,,,,,,,,,,19335.0,,,62.0,60.0,57.0,0.0,0.0,0.0,0.0,62.0,60.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,120.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26376575.0549,950838.483516,63111.0879121,,master only (1),0.0
2861,,,,,,,,,,,19336.0,,,64.0,61.0,57.0,0.0,0.0,0.0,0.0,64.0,61.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,122.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26378966.261,950928.296703,63112.1675824,,master only (1),0.0
2862,346.0,3.0,12.0,39.5,38.5,39.080002,-1.76,,26.0,15.0,19337.0,59.125,-20.044998,63.0,59.0,55.0,0.0,0.0,0.0,0.0,63.0,59.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3481.0,118.0,42.254921,0.0,12/10/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26381357.467,951018.10989,63113.2472527,3.3499999,matched (3),41.0
2863,347.0,4.0,12.0,39.450001,39.0,39.110001,0.03,,26.0,13.0,19338.0,56.343002,-17.233002,68.0,60.0,51.0,0.0,0.0,0.0,0.0,68.0,60.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,120.0,41.340729,0.0,12/11/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26383748.6731,951107.923077,63114.3269231,3.3900001,matched (3),41.0
2864,348.0,5.0,12.0,43.75,42.0,43.02,3.91,,32.0,20.0,19339.0,57.200909,-14.180908,71.0,61.0,50.0,0.0,0.0,0.0,0.0,71.0,61.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,122.0,43.278542,0.0,12/12/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26386139.8791,951197.736264,63115.4065934,3.3299999,matched (3),41.0
2865,349.0,6.0,12.0,43.0,40.5,42.169998,-0.85,,32.0,18.0,19340.0,54.130001,-11.960003,64.0,60.0,55.0,0.0,0.0,0.0,0.0,64.0,60.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,120.0,42.114502,0.0,12/13/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26388531.0852,951287.549451,63116.4862637,3.27,matched (3),41.0
2866,352.0,2.0,12.0,42.0,41.5,41.619999,-0.55,,10.0,11.0,19341.0,51.033333,-9.4133339,61.0,58.0,55.0,0.0,1.0,0.0,0.0,61.0,58.0,55.0,0.0,1.0,0.0,0.0,1.0,1.0,3364.0,116.0,40.081448,2.0,12/14/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26390922.2912,951377.362637,63117.5659341,3.1500001,matched (3),41.0
2867,,,,,,,,,,,19342.0,,,60.0,57.0,53.0,0.0,1.0,0.0,0.0,60.0,57.0,53.0,0.0,1.0,0.0,0.0,1.0,1.0,3249.0,114.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26393313.4973,951467.175824,63118.6456044,,master only (1),0.0
2868,,,,,,,,,,,19343.0,,,59.0,55.0,51.0,0.0,1.0,0.0,0.0,59.0,55.0,51.0,0.0,1.0,0.0,0.0,1.0,1.0,3025.0,110.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26395704.7033,951556.989011,63119.7252747,,master only (1),0.0
2869,353.0,3.0,12.0,39.75,39.5,39.580002,-2.04,,22.0,14.0,19344.0,55.903999,-16.323997,60.0,57.0,53.0,0.0,1.0,0.0,0.0,60.0,57.0,53.0,0.0,1.0,0.0,0.0,1.0,1.0,3249.0,114.0,40.720989,2.0,12/17/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26398095.9093,951646.802198,63120.8049451,3.2,matched (3),37.772001
2870,354.0,4.0,12.0,39.0,37.75,37.950001,-1.63,,28.0,14.0,19345.0,48.996002,-11.046001,63.0,60.0,56.0,0.0,1.0,0.0,0.0,63.0,60.0,56.0,0.0,1.0,0.0,0.0,1.0,1.0,3600.0,120.0,40.79689,2.0,12/18/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26400487.1154,951736.615385,63121.8846154,3.29,matched (3),37.772001
2871,355.0,5.0,12.0,38.75,38.75,38.75,0.8,,2.0,2.0,19346.0,44.495556,-5.7455559,61.0,59.0,56.0,0.0,1.0,0.0,0.0,61.0,59.0,56.0,0.0,1.0,0.0,0.0,1.0,1.0,3481.0,118.0,35.990871,2.0,12/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26402878.3214,951826.428571,63122.9642857,3.25,matched (3),37.772001
2872,357.0,7.0,12.0,36.0,36.0,36.0,-2.75,800.0,2.0,2.0,19347.0,41.167145,-5.1671448,58.0,51.0,44.0,0.0,0.0,0.0,0.0,58.0,51.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2601.0,102.0,35.092808,0.0,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26405269.5275,951916.241758,63124.043956,3.3499999,matched (3),37.772001
2873,359.0,2.0,12.0,37.0,36.25,36.580002,0.58,,6.0,7.0,19348.0,36.580002,0.0,66.0,54.0,42.0,0.0,0.0,0.0,0.0,66.0,54.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,108.0,39.208927,0.0,12/21/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26407660.7335,952006.054945,63125.1236264,3.4200001,matched (3),37.772001
2874,,,,,,,,,,,19349.0,,,60.0,51.0,42.0,0.0,0.0,0.0,0.0,60.0,51.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2601.0,102.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26410051.9396,952095.868132,63126.2032967,,master only (1),0.0
2875,,,,,,,,,,,19350.0,,,61.0,53.0,45.0,0.0,0.0,0.0,0.0,61.0,53.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,106.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26412443.1456,952185.681319,63127.282967,,master only (1),0.0
2876,,,,,,,,,,,19351.0,,,64.0,57.0,49.0,0.0,0.0,0.0,0.0,64.0,57.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3249.0,114.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26414834.3516,952275.494505,63128.3626374,3.3,matched (3),0.0
2877,,,,,,,,,,,19352.0,,,61.0,57.0,52.0,0.0,1.0,0.0,0.0,61.0,57.0,52.0,0.0,1.0,0.0,0.0,1.0,1.0,3249.0,114.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26417225.5577,952365.307692,63129.4423077,,master only (1),0.0
2878,,,,,,,,,,,19353.0,,,63.0,57.0,50.0,0.0,0.0,0.0,0.0,63.0,57.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3249.0,114.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26419616.7637,952455.120879,63130.521978,3.3499999,matched (3),0.0
2879,363.0,6.0,12.0,33.0,32.0,32.630001,-3.95,,7.0,8.0,19354.0,44.036251,-11.40625,61.0,56.0,51.0,0.0,1.0,0.0,0.0,61.0,56.0,51.0,0.0,1.0,0.0,0.0,1.0,1.0,3136.0,112.0,37.118671,2.0,12/27/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26422007.9698,952544.934066,63131.6016484,3.3099999,matched (3),32.630001
2880,,,,,,,,,,,19355.0,,,60.0,56.0,51.0,0.0,0.0,0.0,0.0,60.0,56.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,112.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26424399.1758,952634.747253,63132.6813187,3.4000001,matched (3),0.0
2881,,,,,,,,,,,19356.0,,,63.0,54.0,45.0,0.0,0.0,0.0,0.0,63.0,54.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,108.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26426790.3819,952724.56044,63133.760989,,master only (1),0.0
2882,,,,,,,,,,,19357.0,,,59.0,54.0,48.0,0.0,1.0,0.0,0.0,59.0,54.0,48.0,0.0,1.0,0.0,0.0,1.0,1.0,2916.0,108.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26429181.5879,952814.373626,63134.8406593,,master only (1),0.0
2883,2.0,4.0,1.0,43.75,42.5,42.860001,10.23,,19.0,16.0,19358.0,44.609093,-1.7490921,57.0,52.0,47.0,0.0,0.0,1.0,0.0,57.0,52.0,47.0,0.0,0.0,1.0,0.0,1.0,1.0,2704.0,104.0,35.344566,2.0,12/31/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26431572.794,952904.186813,63135.9203297,3.4300001,matched (3),42.860001
2884,,,,,,,,,,,19359.0,,,58.0,50.0,41.0,0.0,0.0,0.0,0.0,58.0,50.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,100.0,,0.0,,63137.0,45644.0,25319.0,637.0,16603.0,36029.0,7629.0,29644.0,63523.0,962.0,14233.0,3030.0,24791.0,24791.0,41281.0,70179.0,31059.0,63137.0,13366.0,728.0,42048.0,952994.0,880819.0,691818.0,9499.0,193550.0,354567.0,232425.0,343479.0,1043554.0,425.0,330031.0,164801.0,751817.0,751817.0,329365.0,645488.0,180261.0,952994.0,291575.0,6934.0,516007.0,26433964.0,16652057.0,22450217.0,303125.0,10611225.0,18690277.0,8143677.0,31935147.0,51827816.0,29198.0,26339980.0,15180640.0,42377225.0,42377225.0,9388373.0,50353306.0,9520838.0,26433964.0,13381528.0,609011.0,31955121.0,26433964.0,952994.0,63137.0,,master only (1),0.0
2885,3.0,5.0,1.0,49.5,47.5,48.150002,5.29,,37.0,16.0,19360.0,48.370716,-0.22071457,60.0,53.0,46.0,0.0,0.0,0.0,0.0,60.0,53.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,106.0,36.354168,0.0,01/02/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26438551.1918,953080.715068,63138.5205479,3.3,matched (3),46.0300003333
2886,4.0,6.0,1.0,42.25,41.0,41.73,-6.42,,27.0,15.0,19361.0,44.335999,-2.605999,63.0,53.0,42.0,0.0,0.0,0.0,0.0,63.0,53.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,106.0,35.369312,0.0,01/03/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26443138.3836,953167.430137,63140.0410959,3.1900001,matched (3),46.0300003333
2887,7.0,2.0,1.0,49.5,46.5,48.209999,6.48,,24.0,12.0,19362.0,46.954613,1.2553864,67.0,55.0,43.0,0.0,0.0,0.0,0.0,67.0,55.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,110.0,36.370255,0.0,01/04/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26447725.5753,953254.145205,63141.5616438,3.2,matched (3),46.0300003333
2888,,,,,,,,,,,19363.0,,,65.0,54.0,43.0,0.0,0.0,0.0,0.0,65.0,54.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,108.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26452312.7671,953340.860274,63143.0821918,,master only (1),0.0
2889,,,,,,,,,,,19364.0,,,62.0,52.0,41.0,0.0,0.0,0.0,0.0,62.0,52.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,104.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26456899.9589,953427.575342,63144.6027397,,master only (1),0.0
2890,8.0,3.0,1.0,49.0,47.5,48.130001,-0.08,,43.0,22.0,19365.0,47.439999,0.69000244,58.0,53.0,48.0,0.0,1.0,0.0,0.0,58.0,53.0,48.0,0.0,1.0,0.0,0.0,1.0,1.0,2809.0,106.0,38.285458,2.0,01/07/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26461487.1507,953514.290411,63146.1232877,3.3,matched (3),45.7160004
2891,9.0,4.0,1.0,46.75,45.5,46.330002,-1.8,,21.0,15.0,19366.0,46.000835,0.32916641,64.0,56.0,47.0,0.0,1.0,0.0,0.0,64.0,56.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,3136.0,112.0,35.543495,2.0,01/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26466074.3425,953601.005479,63147.6438356,3.21,matched (3),45.7160004
2892,10.0,5.0,1.0,45.0,44.0,44.540001,-1.79,,23.0,12.0,19367.0,49.209,-4.6689987,67.0,56.0,44.0,0.0,0.0,0.0,0.0,67.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,112.0,35.148048,0.0,01/09/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26470661.5342,953687.720548,63149.1643836,3.1400001,matched (3),45.7160004
2893,11.0,6.0,1.0,43.5,41.5,42.619999,-1.92,,25.0,13.0,19368.0,46.435555,-3.8155556,60.0,54.0,48.0,0.0,0.0,0.0,0.0,60.0,54.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,108.0,34.830921,0.0,01/10/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26475248.726,953774.435616,63150.6849315,3.0799999,matched (3),45.7160004
2894,14.0,2.0,1.0,47.75,45.75,46.959999,4.34,,31.0,18.0,19369.0,43.111668,3.8483315,57.0,55.0,53.0,0.0,1.0,0.0,0.0,57.0,55.0,53.0,0.0,1.0,0.0,0.0,1.0,1.0,3025.0,110.0,37.450871,2.0,01/11/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26479835.9178,953861.150685,63152.2054795,3.1800001,matched (3),45.7160004
2895,,,,,,,,,,,19370.0,,,54.0,49.0,44.0,0.0,0.0,0.0,0.0,54.0,49.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,98.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26484423.1096,953947.865753,63153.7260274,,master only (1),0.0
2896,,,,,,,,,,,19371.0,,,56.0,49.0,42.0,0.0,0.0,0.0,0.0,56.0,49.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,98.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26489010.3014,954034.580822,63155.2465753,,master only (1),0.0
2897,15.0,3.0,1.0,51.0,49.75,50.360001,3.4,,25.0,20.0,19372.0,48.744446,1.6155548,56.0,49.0,42.0,0.0,0.0,0.0,0.0,56.0,49.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,98.0,37.709202,0.0,01/14/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26493597.4932,954121.29589,63156.7671233,3.3900001,matched (3),47.3880004
2898,16.0,4.0,1.0,48.5,46.75,47.439999,-2.92,,28.0,18.0,19373.0,47.684998,-0.24499893,55.0,47.0,39.0,0.0,0.0,0.0,0.0,55.0,47.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,94.0,36.545341,0.0,01/15/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26498184.6849,954208.010959,63158.2876712,3.4000001,matched (3),47.3880004
2899,17.0,5.0,1.0,46.75,46.25,46.560001,-0.88,,17.0,11.0,19374.0,49.151249,-2.5912476,59.0,50.0,40.0,0.0,0.0,0.0,0.0,59.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,100.0,34.037571,0.0,01/16/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26502771.8767,954294.726027,63159.8082192,3.4300001,matched (3),47.3880004
2900,19.0,7.0,1.0,45.0,43.0,44.560001,-2.0,,4.0,6.0,19375.0,46.013638,-1.4536362,64.0,53.0,41.0,0.0,0.0,0.0,0.0,64.0,53.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,106.0,31.661844,0.0,01/17/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26507359.0685,954381.441096,63161.3287671,3.4400001,matched (3),47.3880004
2901,21.0,2.0,1.0,48.25,48.0,48.02,3.46,,11.0,10.0,19376.0,45.298,2.7220001,73.0,59.0,44.0,0.0,0.0,0.0,0.0,73.0,59.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,3481.0,118.0,35.923515,0.0,01/18/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26511946.2603,954468.156164,63162.8493151,3.54,matched (3),47.3880004
2902,,,,,,,,,,,19377.0,,,73.0,61.0,48.0,0.0,0.0,0.0,0.0,73.0,61.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,122.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26516533.4521,954554.871233,63164.369863,,master only (1),0.0
2903,,,,,,,,,,,19378.0,,,76.0,62.0,47.0,0.0,0.0,0.0,0.0,76.0,62.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,124.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26521120.6438,954641.586301,63165.890411,,master only (1),0.0
2904,,,,,,,,,,,19379.0,,,74.0,62.0,49.0,0.0,0.0,0.0,0.0,74.0,62.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,124.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26525707.8356,954728.30137,63167.4109589,,master only (1),0.0
2905,23.0,4.0,1.0,48.0,47.5,47.82,-0.2,,7.0,8.0,19380.0,46.448334,1.371666,76.0,61.0,45.0,0.0,0.0,0.0,0.0,76.0,61.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,122.0,34.598812,0.0,01/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26530295.0274,954815.016438,63168.9315068,3.6300001,matched (3),48.289999
2906,24.0,5.0,1.0,46.75,46.5,46.57,-1.25,,16.0,7.0,19381.0,50.609001,-4.0390015,80.0,63.0,46.0,0.0,0.0,0.0,0.0,80.0,63.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,3969.0,126.0,34.341385,0.0,01/23/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26534882.2192,954901.731507,63170.4520548,3.53,matched (3),48.289999
2907,25.0,6.0,1.0,47.0,46.5,46.919998,0.35,,15.0,14.0,19382.0,48.611,-1.6910019,73.0,65.0,56.0,0.0,0.0,0.0,0.0,73.0,65.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,130.0,36.246857,0.0,01/24/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26539469.411,954988.446575,63171.9726027,3.5599999,matched (3),48.289999
2908,28.0,2.0,1.0,52.0,51.099998,51.849998,4.93,,42.0,17.0,19383.0,47.288998,4.5610008,69.0,65.0,60.0,0.0,1.0,0.0,0.0,69.0,65.0,60.0,0.0,1.0,0.0,0.0,1.0,1.0,4225.0,130.0,38.671593,2.0,01/25/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26544056.6027,955075.161644,63173.4931507,3.4200001,matched (3),48.289999
2909,,,,,,,,,,,19384.0,,,65.0,62.0,59.0,0.0,1.0,0.0,0.0,65.0,62.0,59.0,0.0,1.0,0.0,0.0,1.0,1.0,3844.0,124.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26548643.7945,955161.876712,63175.0136986,,master only (1),0.0
2910,,,,,,,,,,,19385.0,,,62.0,60.0,57.0,0.0,0.0,0.0,1.0,62.0,60.0,57.0,0.0,0.0,0.0,1.0,1.0,1.0,3600.0,120.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26553230.9863,955248.591781,63176.5342466,,master only (1),0.0
2911,29.0,3.0,1.0,45.25,44.0,44.919998,-6.93,,38.0,16.0,19386.0,48.721001,-3.8010025,58.0,57.0,55.0,0.0,0.0,0.0,0.0,58.0,57.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3249.0,114.0,37.712296,0.0,01/28/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26557818.1781,955335.306849,63178.0547945,3.25,matched (3),45.0166666667
2912,30.0,4.0,1.0,44.75,43.0,43.650002,-1.27,,50.0,19.0,19387.0,47.461819,-3.8118172,59.0,56.0,52.0,0.0,0.0,0.0,0.0,59.0,56.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,112.0,38.35392,0.0,01/29/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26562405.3699,955422.021918,63179.5753425,3.1400001,matched (3),45.0166666667
